soc_code,bls_occ_title,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
19-4043,"Geological Technicians, Except Hydrologic Technicians",6980,8.3,29.75,61870.0,3.5,17.2,21.56,25.65,34.67,47.86,35770.0,44850.0,53350.0,72110.0,99560.0,,
19-4044,Hydrologic Technicians,2840,6.3,33.43,69530.0,2.5,21.61,25.02,31.15,40.71,48.31,44950.0,52040.0,64790.0,84680.0,100480.0,,
19-4051,Nuclear Technicians,6470,7.7,52.37,108940.0,1.1,35.17,47.65,53.0,59.61,64.23,73150.0,99110.0,110240.0,123990.0,133600.0,,
19-4061,Social Science Research Assistants,30640,1.8,31.8,66140.0,1.1,18.31,23.38,29.81,37.38,49.07,38090.0,48620.0,61990.0,77760.0,102070.0,,
19-4071,Forest and Conservation Technicians,30410,1.0,28.39,59060.0,0.2,19.39,22.77,26.23,32.98,40.21,40330.0,47360.0,54560.0,68600.0,83630.0,,
19-4092,Forensic Science Technicians,19120,1.0,38.08,79200.0,0.8,23.2,27.81,34.65,45.44,56.37,48250.0,57830.0,72060.0,94520.0,117250.0,,
19-4099,"Life, Physical, and Social Science Technicians, All Other",73910,1.5,31.86,66280.0,0.7,18.75,23.09,29.94,38.36,49.37,39000.0,48030.0,62280.0,79780.0,102690.0,,
19-5011,Occupational Health and Safety Specialists,140610,1.1,45.12,93860.0,0.6,26.44,33.44,43.34,53.7,64.88,55000.0,69560.0,90150.0,111690.0,134950.0,,
19-5012,Occupational Health and Safety Technicians,30590,2.5,32.75,68120.0,0.9,22.25,25.22,29.59,37.91,48.15,46280.0,52470.0,61560.0,78850.0,100160.0,,
21-1012,"Educational, Guidance, and Career Counselors and Advisors",353310,0.6,34.34,71430.0,0.5,21.65,24.65,30.93,39.84,50.37,45020.0,51270.0,64330.0,82870.0,104770.0,,
21-1013,Marriage and Family Therapists,66740,4.8,37.0,76960.0,1.5,21.47,24.07,32.18,45.12,59.49,44650.0,50070.0,66940.0,93840.0,123730.0,,
21-1015,Rehabilitation Counselors,94740,2.0,24.91,51820.0,0.7,16.85,18.64,22.52,28.49,37.1,35060.0,38770.0,46850.0,59260.0,77170.0,,
21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",491930,1.0,30.98,64440.0,0.6,18.72,22.65,28.53,36.8,46.92,38940.0,47100.0,59350.0,76530.0,97590.0,,
21-1019,"Counselors, All Other",28580,5.2,27.99,58210.0,1.8,17.42,21.0,24.45,31.98,44.2,36240.0,43680.0,50860.0,66520.0,91940.0,,
21-1021,"Child, Family, and School Social Workers",392550,0.7,30.77,64000.0,0.4,20.33,23.21,28.63,36.57,45.93,42280.0,48270.0,59550.0,76070.0,95530.0,,
21-1022,Healthcare Social Workers,187630,1.1,34.51,71790.0,0.5,22.22,27.27,32.63,39.54,48.25,46220.0,56710.0,67880.0,82240.0,100360.0,,
21-1023,Mental Health and Substance Abuse Social Workers,132810,1.8,32.71,68030.0,1.4,19.11,22.63,28.98,38.33,50.08,39740.0,47070.0,60280.0,79730.0,104170.0,,
21-1029,"Social Workers, All Other",62930,1.7,36.5,75910.0,0.5,20.97,24.95,34.57,46.65,55.58,43620.0,51900.0,71900.0,97040.0,115610.0,,
21-1091,Health Education Specialists,65690,1.7,35.23,73280.0,0.8,20.67,24.34,30.8,41.89,56.83,42990.0,50620.0,64070.0,87130.0,118200.0,,
21-1092,Probation Officers and Correctional Treatment Specialists,89390,0.3,35.16,73130.0,0.3,22.52,26.08,31.86,40.76,51.82,46840.0,54250.0,66270.0,84780.0,107790.0,,
21-1093,Social and Human Service Assistants,437860,0.9,22.93,47690.0,0.4,16.44,18.34,22.08,26.13,30.43,34200.0,38150.0,45930.0,54350.0,63290.0,,
21-1094,Community Health Workers,61660,1.9,27.01,56180.0,0.5,18.66,21.94,24.93,30.07,37.11,38810.0,45640.0,51850.0,62540.0,77180.0,,
21-1099,"Community and Social Service Specialists, All Other",107730,1.4,28.65,59590.0,0.6,17.94,22.08,27.28,33.61,40.49,37310.0,45920.0,56730.0,69910.0,84210.0,,
21-2011,Clergy,57200,2.3,32.15,66860.0,1.5,18.2,23.2,29.24,36.85,47.54,37860.0,48260.0,60810.0,76640.0,98890.0,,
21-2021,"Directors, Religious Activities and Education",22160,4.1,29.86,62100.0,1.5,16.67,21.16,25.05,35.45,47.26,34670.0,44010.0,52100.0,73730.0,98310.0,,
21-2099,"Religious Workers, All Other",15760,9.6,25.9,53870.0,4.4,15.0,16.98,21.77,29.04,45.14,31200.0,35310.0,45280.0,60390.0,93900.0,,
23-1011,Lawyers,754500,1.1,89.35,185840.0,1.6,37.67,49.51,76.76,106.43,169.04,78360.0,102990.0,159670.0,221370.0,351600.0,,
23-1012,Judicial Law Clerks,13290,1.0,35.07,72950.0,0.4,22.2,25.42,31.21,38.67,54.4,46180.0,52870.0,64920.0,80420.0,113140.0,,
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",16370,0.4,60.57,125990.0,0.3,29.38,39.01,56.67,76.77,99.75,61110.0,81140.0,117860.0,159680.0,207480.0,,
23-1022,"Arbitrators, Mediators, and Conciliators",9210,10.7,43.76,91010.0,5.7,22.7,27.58,36.31,51.92,74.73,47220.0,57360.0,75530.0,108000.0,155440.0,,
23-1023,"Judges, Magistrate Judges, and Magistrates",24030,0.6,69.15,143830.0,0.7,22.57,41.21,74.03,93.73,106.59,46950.0,85710.0,153990.0,194950.0,221710.0,,
23-2011,Paralegals and Legal Assistants,392880,1.6,33.51,69700.0,1.3,21.51,24.2,30.24,38.5,48.8,44740.0,50340.0,62890.0,80080.0,101500.0,,
23-2093,"Title Examiners, Abstractors, and Searchers",48580,3.0,29.97,62350.0,1.6,18.35,22.8,28.2,35.97,43.67,38170.0,47420.0,58650.0,74810.0,90830.0,,
23-2099,"Legal Support Workers, All Other",46760,2.2,43.1,89660.0,1.0,21.06,26.41,34.67,52.58,86.52,43800.0,54940.0,72110.0,109360.0,179960.0,,
25-1011,"Business Teachers, Postsecondary",82150,0.7,,114720.0,0.4,,,,,,47180.0,64150.0,99080.0,141710.0,209470.0,TRUE,
25-1021,"Computer Science Teachers, Postsecondary",35480,0.7,,104420.0,0.3,,,,,,49460.0,66600.0,96980.0,131320.0,170200.0,TRUE,
25-1022,"Mathematical Science Teachers, Postsecondary",47670,0.3,,91550.0,0.3,,,,,,49180.0,61690.0,79940.0,105000.0,139340.0,TRUE,
25-1031,"Architecture Teachers, Postsecondary",7700,0.8,,101250.0,0.4,,,,,,58430.0,74970.0,96870.0,128510.0,159030.0,TRUE,
25-1032,"Engineering Teachers, Postsecondary",40270,0.5,,124520.0,0.3,,,,,,61550.0,81570.0,109270.0,150860.0,210370.0,TRUE,
25-1041,"Agricultural Sciences Teachers, Postsecondary",8920,2.3,,102050.0,0.7,,,,,,50870.0,66410.0,98700.0,126850.0,163150.0,TRUE,
25-1042,"Biological Science Teachers, Postsecondary",50190,0.4,,102840.0,0.3,,,,,,52150.0,64350.0,84620.0,126770.0,169900.0,TRUE,
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",1520,6.5,,102450.0,1.5,,,,,,50100.0,77440.0,101420.0,126930.0,148920.0,TRUE,
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",9900,0.9,,116020.0,0.3,,,,,,59700.0,77260.0,103170.0,135510.0,203190.0,TRUE,
25-1052,"Chemistry Teachers, Postsecondary",19980,0.3,,105210.0,0.3,,,,,,57870.0,68530.0,93250.0,127280.0,172110.0,TRUE,
25-1053,"Environmental Science Teachers, Postsecondary",6690,1.1,,103610.0,0.3,,,,,,57780.0,69880.0,94980.0,126900.0,164190.0,TRUE,
25-1054,"Physics Teachers, Postsecondary",13090,0.4,,111460.0,0.3,,,,,,60200.0,74050.0,100310.0,132650.0,177850.0,TRUE,
25-1061,"Anthropology and Archeology Teachers, Postsecondary",5240,0.4,,106880.0,0.3,,,,,,57840.0,75200.0,99650.0,128750.0,171310.0,TRUE,
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",11300,0.6,,98330.0,0.3,,,,,,52070.0,65660.0,85020.0,110710.0,160420.0,TRUE,
25-1063,"Economics Teachers, Postsecondary",11560,0.4,,138850.0,0.3,,,,,,64060.0,86840.0,123920.0,168770.0,224200.0,TRUE,
25-1064,"Geography Teachers, Postsecondary",3330,0.4,,102350.0,0.3,,,,,,52550.0,74690.0,97590.0,123900.0,165460.0,TRUE,
25-1065,"Political Science Teachers, Postsecondary",16970,0.9,,108100.0,0.5,,,,,,56450.0,73260.0,98070.0,129130.0,174660.0,TRUE,
25-1066,"Psychology Teachers, Postsecondary",41530,1.3,,93860.0,0.4,,,,,,49050.0,63400.0,80340.0,105920.0,153600.0,TRUE,
25-1067,"Sociology Teachers, Postsecondary",11850,0.9,,96980.0,0.4,,,,,,49930.0,64990.0,84290.0,110650.0,160140.0,TRUE,
25-1069,"Social Sciences Teachers, Postsecondary, All Other",16580,1.0,,88390.0,0.4,,,,,,40670.0,55910.0,72990.0,102990.0,164420.0,TRUE,
25-1071,"Health Specialties Teachers, Postsecondary",221270,0.6,,147570.0,0.4,,,,,,59270.0,75690.0,107310.0,210370.0,322020.0,TRUE,
25-1072,"Nursing Instructors and Teachers, Postsecondary",77960,1.3,,86410.0,0.4,,,,,,48800.0,63510.0,80250.0,101090.0,129500.0,TRUE,
25-1081,"Education Teachers, Postsecondary",60830,0.7,,79350.0,0.4,,,,,,39530.0,53770.0,75350.0,97590.0,126860.0,TRUE,
25-1082,"Library Science Teachers, Postsecondary",3630,1.0,,88110.0,0.4,,,,,,57200.0,64080.0,80340.0,100910.0,129120.0,TRUE,
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",13150,1.1,,87550.0,0.6,,,,,,45000.0,60020.0,76590.0,100870.0,140240.0,TRUE,
25-1112,"Law Teachers, Postsecondary",20060,1.9,,144770.0,0.7,,,,,,64250.0,88700.0,128500.0,176490.0,287900.0,TRUE,
25-1113,"Social Work Teachers, Postsecondary",12610,1.0,,83940.0,0.6,,,,,,48200.0,61170.0,77570.0,100400.0,126790.0,TRUE,
25-1121,"Art, Drama, and Music Teachers, Postsecondary",93560,0.6,,94700.0,0.4,,,,,,47570.0,61620.0,78620.0,103850.0,163350.0,TRUE,
25-1122,"Communications Teachers, Postsecondary",29420,0.5,,90010.0,0.4,,,,,,47590.0,61250.0,78580.0,102450.0,143720.0,TRUE,
25-1123,"English Language and Literature Teachers, Postsecondary",57720,0.4,,89580.0,0.3,,,,,,48270.0,60900.0,78760.0,103130.0,137250.0,TRUE,
25-1124,"Foreign Language and Literature Teachers, Postsecondary",19830,0.5,,89990.0,0.4,,,,,,49060.0,62510.0,79350.0,102730.0,136050.0,TRUE,
25-1125,"History Teachers, Postsecondary",18790,0.4,,96580.0,0.3,,,,,,48410.0,63920.0,83820.0,112090.0,162160.0,TRUE,
25-1126,"Philosophy and Religion Teachers, Postsecondary",20460,2.1,,92040.0,0.9,,,,,,49140.0,62600.0,80260.0,104770.0,139580.0,TRUE,
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",2770,1.4,,81940.0,0.7,,,,,,47830.0,57410.0,75870.0,99320.0,130790.0,TRUE,
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",12630,0.7,,86620.0,0.3,,,,,,44900.0,59990.0,77270.0,101450.0,134890.0,TRUE,
25-1194,"Career/Technical Education Teachers, Postsecondary",114110,1.2,34.64,72060.0,0.6,20.17,24.19,30.68,39.6,52.22,41960.0,50320.0,63820.0,82360.0,108620.0,,
25-1199,"Postsecondary Teachers, All Other",149840,0.7,,90630.0,0.3,,,,,,44300.0,59290.0,77640.0,106770.0,160700.0,TRUE,
25-2011,"Preschool Teachers, Except Special Education",478780,1.5,20.69,43030.0,0.5,13.94,16.6,18.34,22.86,29.52,28990.0,34530.0,38140.0,47550.0,61390.0,,
25-2012,"Kindergarten Teachers, Except Special Education",108870,1.5,,69370.0,0.6,,,,,,46990.0,52180.0,62680.0,79910.0,101830.0,TRUE,
25-2021,"Elementary School Teachers, Except Special Education",1388390,0.8,,72650.0,0.4,,,,,,47960.0,57710.0,63970.0,81450.0,104340.0,TRUE,
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",620090,1.7,,72030.0,0.6,,,,,,48080.0,58530.0,64370.0,80490.0,102540.0,TRUE,
25-2023,"Career/Technical Education Teachers, Middle School",16870,3.2,,71590.0,1.0,,,,,,49200.0,58690.0,65030.0,79990.0,101890.0,TRUE,
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1065210,1.0,,76320.0,0.4,,,,,,48780.0,59980.0,72040.0,92570.0,107600.0,TRUE,
25-2032,"Career/Technical Education Teachers, Secondary School",111420,1.9,,72680.0,0.5,,,,,,50040.0,60590.0,66270.0,80060.0,101340.0,TRUE,
25-2051,"Special Education Teachers, Preschool",29510,5.9,,76380.0,2.6,,,,,,45620.0,52210.0,64830.0,91660.0,130040.0,TRUE,
25-2052,"Special Education Teachers, Kindergarten and Elementary School",260870,1.2,,72650.0,0.5,,,,,,49350.0,59710.0,65120.0,80280.0,103010.0,TRUE,
25-2057,"Special Education Teachers, Middle School",95200,2.2,,73780.0,0.7,,,,,,49420.0,60000.0,66810.0,82800.0,102510.0,TRUE,
25-2058,"Special Education Teachers, Secondary School",163930,1.4,,77260.0,0.5,,,,,,49800.0,60180.0,74260.0,93730.0,109100.0,TRUE,
25-2059,"Special Education Teachers, All Other",33930,7.8,,79750.0,3.3,,,,,,48440.0,60930.0,76580.0,99690.0,120080.0,TRUE,
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",37310,2.5,31.66,65860.0,0.6,20.1,23.61,29.59,37.35,47.13,41810.0,49100.0,61540.0,77690.0,98030.0,,
25-3021,Self-Enrichment Teachers,332110,1.3,26.32,54740.0,0.8,14.45,17.49,22.5,30.39,44.63,30050.0,36380.0,46800.0,63210.0,92840.0,,
25-3031,"Substitute Teachers, Short-Term",524770,1.5,22.32,46420.0,0.8,13.73,16.43,20.03,26.39,31.63,28560.0,34170.0,41670.0,54890.0,65790.0,,
25-3041,Tutors,175070,1.8,23.1,48050.0,0.8,14.15,16.83,20.84,26.38,36.53,29430.0,35000.0,43350.0,54860.0,75990.0,,
25-3099,"Teachers and Instructors, All Other",113790,2.8,,73880.0,1.1,,,,,,37010.0,48490.0,66140.0,95890.0,118020.0,TRUE,
25-4011,Archivists,7970,3.5,33.96,70640.0,1.1,19.22,24.37,31.03,39.92,53.15,39970.0,50680.0,64550.0,83020.0,110550.0,,
25-4012,Curators,12150,2.4,34.4,71560.0,0.7,19.46,23.49,30.49,39.94,51.51,40470.0,48870.0,63420.0,83080.0,107140.0,,
25-4013,Museum Technicians and Conservators,12310,4.7,27.6,57410.0,0.9,16.24,19.73,24.73,32.52,42.08,33780.0,41050.0,51440.0,67640.0,87530.0,,
25-4022,Librarians and Media Collections Specialists,133790,0.9,35.02,72840.0,0.4,20.99,27.07,32.82,40.62,50.0,43660.0,56310.0,68270.0,84480.0,103990.0,,
25-4031,Library Technicians,68690,1.3,21.88,45500.0,0.5,14.09,17.18,21.43,25.21,30.33,29300.0,35740.0,44580.0,52430.0,63080.0,,
25-9021,Farm and Home Management Educators,8220,5.9,29.35,61060.0,1.2,18.1,22.59,28.95,35.16,40.89,37650.0,46990.0,60220.0,73130.0,85060.0,,
25-9031,Instructional Coordinators,227760,0.8,38.9,80920.0,0.3,23.07,29.22,37.23,47.51,58.49,47980.0,60780.0,77440.0,98820.0,121670.0,,
25-9044,"Teaching Assistants, Postsecondary",164090,0.3,,47670.0,0.4,,,,,,28600.0,35270.0,42910.0,60510.0,76420.0,TRUE,
25-9045,"Teaching Assistants, Except Postsecondary",1420350,0.6,,38290.0,0.3,,,,,,27150.0,31060.0,36780.0,45360.0,50040.0,TRUE,
25-9099,"Educational Instruction and Library Workers, All Other",118590,1.4,28.39,59060.0,1.4,12.11,17.33,24.47,35.54,47.47,25180.0,36050.0,50890.0,73920.0,98740.0,,
27-1011,Art Directors,53070,4.2,62.23,129440.0,2.0,31.2,39.65,55.22,78.19,102.43,64900.0,82480.0,114850.0,162640.0,213050.0,,
27-1012,Craft Artists,4580,8.3,23.91,49740.0,2.1,12.48,16.84,22.15,28.0,34.61,25960.0,35020.0,46080.0,58240.0,71990.0,,
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",11220,7.4,35.17,73150.0,3.8,15.21,18.06,26.68,40.0,69.33,31630.0,37560.0,55490.0,83200.0,144210.0,,
27-1014,Special Effects Artists and Animators,19970,5.9,54.27,112870.0,1.7,28.17,36.29,49.06,66.89,85.15,58600.0,75490.0,102030.0,139130.0,177110.0,,
27-1019,"Artists and Related Workers, All Other",6930,8.3,38.72,80530.0,3.9,17.59,20.2,34.25,55.36,65.7,36580.0,42010.0,71240.0,115150.0,136660.0,,
27-1021,Commercial and Industrial Designers,33490,3.3,44.84,93260.0,1.8,25.7,31.95,40.34,52.43,67.2,53460.0,66450.0,83910.0,109050.0,139770.0,,
27-1022,Fashion Designers,21450,7.5,43.86,91230.0,12.4,18.99,24.97,38.92,51.19,70.61,39490.0,51940.0,80960.0,106470.0,146870.0,,
27-1023,Floral Designers,40590,1.7,19.0,39520.0,1.1,13.75,15.78,17.96,21.97,24.52,28600.0,32810.0,37360.0,45700.0,51000.0,,
27-1024,Graphic Designers,197830,2.4,33.92,70560.0,1.3,19.0,23.58,30.27,39.34,50.44,39520.0,49040.0,62960.0,81830.0,104910.0,,
27-1025,Interior Designers,71500,2.0,35.84,74540.0,1.5,19.91,24.92,32.31,41.22,54.87,41420.0,51840.0,67190.0,85740.0,114140.0,,
27-1026,Merchandise Displayers and Window Trimmers,165220,1.9,20.59,42830.0,0.9,14.79,16.89,18.94,22.7,28.06,30760.0,35130.0,39390.0,47220.0,58370.0,,
27-1027,Set and Exhibit Designers,10630,6.5,39.98,83160.0,2.8,20.07,25.4,36.17,50.01,65.1,41750.0,52830.0,75240.0,104030.0,135410.0,,
27-1029,"Designers, All Other",9480,7.9,38.02,79090.0,2.5,20.69,24.53,31.23,46.09,62.07,43030.0,51020.0,64950.0,95860.0,129110.0,,
27-2011,Actors,55000,17.7,58.29,,8.4,16.5,20.34,29.05,97.95,143.68,,,,,,,TRUE
27-2012,Producers and Directors,143120,2.9,54.47,113300.0,1.8,22.01,30.13,43.44,64.81,95.45,45780.0,62670.0,90360.0,134800.0,198540.0,,
27-2021,Athletes and Sports Competitors,15070,7.1,,206180.0,10.1,,,,,,26500.0,36790.0,66710.0,109880.0,742310.0,TRUE,
27-2022,Coaches and Scouts,248950,1.5,,60160.0,1.1,,,,,,28790.0,35330.0,47320.0,64710.0,98860.0,TRUE,
27-2023,"Umpires, Referees, and Other Sports Officials",15780,5.0,,53010.0,8.4,,,,,,26540.0,32260.0,40710.0,57160.0,82960.0,TRUE,
27-2031,Dancers,8130,7.3,30.83,,3.6,14.88,17.23,24.8,38.36,52.3,,,,,,,TRUE
27-2032,Choreographers,2860,8.9,35.14,73100.0,4.5,16.39,20.0,26.59,36.4,66.65,34090.0,41600.0,55310.0,75710.0,138630.0,,
27-2041,Music Directors and Composers,12540,6.3,43.5,90470.0,4.3,19.17,25.53,35.44,50.04,79.69,39880.0,53110.0,73710.0,104090.0,165760.0,,
27-2042,Musicians and Singers,36180,3.1,60.46,,2.6,20.35,27.57,47.8,75.33,132.56,,,,,,,TRUE
27-2091,"Disc Jockeys, Except Radio",7920,9.3,32.57,,8.1,13.5,16.91,21.61,37.5,60.17,,,,,,,TRUE
27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",16550,8.7,30.7,,5.8,14.48,17.17,18.82,29.83,56.12,,,,,,,TRUE
27-3011,Broadcast Announcers and Radio Disc Jockeys,21240,2.3,37.85,78720.0,2.3,13.55,17.0,22.76,36.29,66.56,28190.0,35360.0,47340.0,75480.0,138440.0,,
27-3023,"News Analysts, Reporters, and Journalists",39250,1.9,49.26,102460.0,1.7,17.42,21.81,29.91,47.33,69.3,36240.0,45370.0,62200.0,98450.0,144140.0,,
27-3031,Public Relations Specialists,283380,1.1,40.44,84120.0,1.1,21.21,27.05,35.94,48.25,64.98,44110.0,56260.0,74750.0,100370.0,135150.0,,
27-3041,Editors,91690,1.7,43.3,90060.0,1.3,19.83,27.55,37.46,51.01,73.9,41250.0,57300.0,77920.0,106100.0,153700.0,,
27-3042,Technical Writers,45500,2.1,46.62,96970.0,0.9,27.62,34.08,43.46,55.53,69.84,57440.0,70880.0,90390.0,115510.0,145270.0,,
27-3043,Writers and Authors,47940,5.2,41.39,86090.0,2.9,21.31,28.0,36.98,49.01,67.25,44310.0,58230.0,76910.0,101950.0,139870.0,,
27-3091,Interpreters and Translators,52060,2.7,31.9,66360.0,1.3,17.82,22.37,28.93,38.86,49.84,37070.0,46530.0,60170.0,80830.0,103660.0,,
27-3092,Court Reporters and Simultaneous Captioners,12870,2.7,37.86,78760.0,1.6,20.26,25.85,34.82,48.45,62.77,42130.0,53760.0,72420.0,100780.0,130560.0,,
27-3099,"Media and Communication Workers, All Other",19590,3.7,40.32,83860.0,1.7,18.81,23.94,35.39,49.91,64.55,39120.0,49790.0,73620.0,103820.0,134270.0,,
27-4011,Audio and Video Technicians,70230,2.4,31.07,64630.0,1.1,18.26,22.3,27.93,37.29,48.39,37990.0,46390.0,58100.0,77560.0,100650.0,,
27-4012,Broadcast Technicians,21110,3.1,32.68,67960.0,2.1,15.09,19.38,28.64,40.16,59.46,31390.0,40320.0,59570.0,83520.0,123670.0,,
27-4014,Sound Engineering Technicians,13080,11.2,39.13,81390.0,3.5,18.06,23.99,35.16,48.21,66.04,37570.0,49910.0,73130.0,100280.0,137370.0,,
27-4015,Lighting Technicians,8900,6.2,37.68,78380.0,1.9,20.34,25.37,32.72,45.98,62.87,42310.0,52770.0,68060.0,95640.0,130760.0,,
27-4021,Photographers,51760,4.0,26.64,55410.0,2.2,14.82,17.33,21.47,30.16,44.14,30820.0,36050.0,44660.0,62740.0,91810.0,,
27-4031,"Camera Operators, Television, Video, and Film",21550,4.1,40.01,83210.0,2.1,18.52,24.48,36.05,51.28,64.99,38520.0,50920.0,74990.0,106660.0,135180.0,,
27-4032,Film and Video Editors,25610,4.7,41.41,86130.0,2.5,19.37,25.35,36.26,50.63,71.42,40280.0,52720.0,75420.0,105310.0,148550.0,,
27-4099,"Media and Communication Equipment Workers, All Other",12450,6.3,38.96,81040.0,1.6,18.69,23.72,34.0,51.34,65.13,38870.0,49340.0,70720.0,106780.0,135470.0,,
29-1011,Chiropractors,39630,2.8,43.52,90520.0,1.5,20.9,28.88,38.08,50.51,70.23,43460.0,60070.0,79200.0,105050.0,146080.0,,
29-1021,"Dentists, General",124390,2.8,91.99,191350.0,1.3,41.47,60.44,82.19,107.71,153.67,86250.0,125710.0,170950.0,224040.0,319630.0,,
29-1022,Oral and Maxillofacial Surgeons,4910,13.8,166.58,346490.0,10.9,41.47,98.37,169.34,206.11,299.35,86250.0,204610.0,352220.0,428710.0,622640.0,,
29-1023,Orthodontists,6210,13.5,124.71,259400.0,5.4,48.01,70.47,139.01,164.57,200.0,99850.0,146580.0,289140.0,342300.0,416000.0,,
29-1024,Prosthodontists,870,27.6,129.15,268630.0,8.5,49.77,121.18,149.61,160.33,165.75,103510.0,252050.0,311180.0,333480.0,344750.0,,
29-1029,"Dentists, All Other Specialists",5230,16.0,119.2,247930.0,7.5,50.06,79.87,108.17,134.9,193.61,104120.0,166130.0,224990.0,280590.0,402700.0,,
29-1031,Dietitians and Nutritionists,77570,2.1,37.08,77130.0,0.4,23.6,30.33,36.73,42.95,49.87,49090.0,63080.0,76400.0,89340.0,103720.0,,
29-1041,Optometrists,42790,2.8,68.05,141550.0,0.9,35.99,52.59,65.66,79.39,97.2,74870.0,109400.0,136570.0,165120.0,202180.0,,
29-1051,Pharmacists,321970,0.9,67.75,140920.0,0.3,47.73,62.2,67.75,77.81,83.77,99290.0,129380.0,140910.0,161840.0,174230.0,,
29-1071,Physician Assistants,162150,1.4,67.92,141280.0,0.7,47.78,58.02,65.33,78.84,91.48,99380.0,120670.0,135880.0,163980.0,190280.0,,
29-1081,Podiatrists,9680,3.8,84.37,175480.0,2.2,31.74,49.87,77.07,108.61,148.88,66010.0,103730.0,160300.0,225910.0,309670.0,,
29-1122,Occupational Therapists,162450,1.2,48.69,101280.0,0.4,34.47,39.67,48.24,56.09,63.44,71690.0,82510.0,100330.0,116670.0,131950.0,,
29-1123,Physical Therapists,267330,1.0,50.62,105280.0,0.3,37.09,41.42,49.4,58.25,64.97,77140.0,86160.0,102760.0,121160.0,135140.0,,
29-1124,Radiation Therapists,17070,7.1,55.28,114990.0,1.1,38.73,44.26,50.63,60.74,75.34,80560.0,92060.0,105310.0,126340.0,156710.0,,
29-1125,Recreational Therapists,14930,2.6,32.52,67630.0,2.1,19.71,24.16,29.79,38.43,48.28,40990.0,50240.0,61960.0,79930.0,100420.0,,
29-1126,Respiratory Therapists,139790,1.0,41.97,87300.0,0.2,30.61,35.83,39.56,47.47,56.75,63660.0,74520.0,82280.0,98730.0,118050.0,,
29-1127,Speech-Language Pathologists,183390,1.2,47.2,98170.0,0.4,30.24,37.37,47.05,55.08,64.5,62900.0,77730.0,97870.0,114570.0,134160.0,,
29-1128,Exercise Physiologists,8560,5.4,29.3,60940.0,1.3,20.56,23.86,28.59,32.32,38.73,42760.0,49620.0,59460.0,67230.0,80560.0,,
29-1129,"Therapists, All Other",22640,5.5,43.47,90420.0,3.4,22.37,28.29,37.47,50.85,73.33,46540.0,58850.0,77930.0,105760.0,152530.0,,
29-1131,Veterinarians,83900,1.3,68.6,142680.0,0.9,35.54,48.78,62.55,79.87,103.7,73920.0,101460.0,130100.0,166120.0,215700.0,,
29-1141,Registered Nurses,3379720,0.3,48.76,101420.0,0.2,33.14,38.62,46.9,54.02,66.09,68940.0,80330.0,97550.0,112350.0,137470.0,,
29-1151,Nurse Anesthetists,51840,4.5,119.38,248320.0,1.6,74.64,99.39,113.75,141.51,163.22,155250.0,206730.0,236590.0,294350.0,339500.0,,
29-1161,Nurse Midwives,7920,5.5,65.86,136980.0,1.0,45.01,56.01,64.44,75.67,90.54,93620.0,116510.0,134040.0,157400.0,188320.0,,
29-1171,Nurse Practitioners,323040,1.2,66.01,137300.0,0.3,48.72,56.73,63.61,75.34,83.86,101340.0,117990.0,132300.0,156700.0,174420.0,,
29-1181,Audiologists,13660,4.8,46.99,97740.0,2.0,31.06,38.14,46.05,53.51,64.0,64610.0,79340.0,95780.0,111300.0,133120.0,,
29-1211,Anesthesiologists,38760,11.0,173.35,360570.0,2.8,48.78,99.52,188.22,235.83,267.85,101460.0,207000.0,391490.0,490530.0,557130.0,,
29-1212,Cardiologists,17290,5.4,218.72,454940.0,2.2,51.53,131.87,238.47,293.3,342.37,107190.0,274280.0,496010.0,610060.0,712130.0,,
29-1213,Dermatologists,11370,9.4,155.55,323530.0,4.2,49.43,67.3,158.04,217.52,278.15,102810.0,139990.0,328730.0,452450.0,578560.0,,
29-1214,Emergency Medicine Physicians,32880,4.3,152.64,317480.0,3.0,49.81,88.86,161.32,201.39,238.42,103610.0,184830.0,335550.0,418890.0,495910.0,,
29-1215,Family Medicine Physicians,107510,5.1,122.99,255820.0,2.4,36.94,78.09,117.39,160.71,206.03,76830.0,162420.0,244180.0,334270.0,428550.0,,
29-1216,General Internal Medicine Physicians,67150,4.3,128.46,267200.0,2.5,35.37,59.84,123.35,180.22,228.57,73570.0,124470.0,256560.0,374850.0,475430.0,,
