soc_code,bls_occ_title,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
11-1011,Chief Executives,204350,3.1,129.63,269630.0,1.9,36.39,62.28,102.88,171.25,244.1,75700.0,129540.0,213990.0,356200.0,507730.0,,
11-1021,General and Operations Managers,3503020,0.3,64.87,134940.0,0.3,24.08,34.77,50.85,80.42,121.82,50090.0,72320.0,105770.0,167280.0,253390.0,,
11-2011,Advertising and Promotions Managers,21470,3.9,74.18,154280.0,3.0,30.43,43.93,64.26,96.66,137.62,63300.0,91370.0,133660.0,201050.0,286240.0,,
11-2021,Marketing Managers,395240,0.8,85.47,177770.0,0.3,43.39,59.15,80.19,104.04,141.16,90260.0,123020.0,166790.0,216410.0,293610.0,,
11-2022,Sales Managers,637080,1.1,79.02,164350.0,0.4,35.18,48.25,71.28,99.68,139.68,73170.0,100360.0,148270.0,207340.0,290540.0,,
11-2032,Public Relations Managers,74850,1.8,79.21,164760.0,0.8,39.62,51.24,70.63,98.33,137.01,82410.0,106580.0,146910.0,204520.0,284990.0,,
11-2033,Fundraising Managers,38810,1.4,67.32,140020.0,0.9,36.12,46.14,60.32,81.73,106.9,75130.0,95970.0,125470.0,169990.0,222350.0,,
11-3012,Administrative Services Managers,263960,1.2,62.44,129870.0,0.5,32.26,41.57,54.87,75.69,99.86,67100.0,86460.0,114130.0,157420.0,207720.0,,
11-3013,Facilities Managers,156180,1.1,56.2,116890.0,0.5,31.0,39.43,51.28,66.76,84.67,64480.0,82020.0,106660.0,138870.0,176120.0,,
11-3021,Computer and Information Systems Managers,670570,0.5,92.39,192160.0,0.3,51.71,66.38,84.2,106.12,143.03,107550.0,138060.0,175140.0,220730.0,297510.0,,
11-3031,Financial Managers,841710,0.5,89.86,186910.0,0.4,45.34,60.33,80.08,105.76,155.42,94310.0,125490.0,166570.0,219980.0,323270.0,,
11-3051,Industrial Production Managers,246250,0.5,64.5,134170.0,0.3,37.5,47.19,60.61,77.83,98.81,78000.0,98160.0,126060.0,161880.0,205520.0,,
11-3061,Purchasing Managers,84320,0.8,75.17,156360.0,0.4,44.47,55.55,71.19,87.63,107.35,92490.0,115550.0,148080.0,182270.0,223280.0,,
11-3071,"Transportation, Storage, and Distribution Managers",221180,0.9,58.46,121600.0,0.5,31.31,39.64,51.55,70.56,93.7,65120.0,82440.0,107230.0,146770.0,194900.0,,
11-3111,Compensation and Benefits Managers,22940,2.1,78.19,162640.0,0.8,42.86,54.41,71.75,96.45,123.35,89160.0,113170.0,149230.0,200610.0,256570.0,,
11-3121,Human Resources Managers,220660,0.6,78.96,164230.0,0.4,42.4,53.42,71.77,95.81,128.76,88200.0,111110.0,149280.0,199290.0,267810.0,,
11-3131,Training and Development Managers,48050,1.4,71.33,148370.0,1.1,38.24,48.97,63.94,85.04,112.31,79550.0,101850.0,133000.0,176870.0,233600.0,,
11-9013,"Farmers, Ranchers, and Other Agricultural Managers",6500,4.3,47.99,99820.0,2.2,26.12,31.87,43.22,57.14,76.93,54320.0,66300.0,89900.0,118860.0,160020.0,,
11-9021,Construction Managers,380360,1.1,59.79,124360.0,0.5,33.5,42.57,55.28,72.91,91.08,69690.0,88550.0,114990.0,151640.0,189440.0,,
11-9031,"Education and Childcare Administrators, Preschool and Daycare",73660,1.8,31.15,64800.0,0.9,18.55,22.62,28.51,36.3,47.23,38580.0,47040.0,59300.0,75500.0,98240.0,,
11-9032,"Education Administrators, Kindergarten through Secondary",328330,0.6,,116100.0,0.3,,,,,,76280.0,86040.0,105870.0,134630.0,167770.0,TRUE,
11-9033,"Education Administrators, Postsecondary",180470,0.4,60.84,126540.0,0.3,31.04,38.88,50.29,69.41,103.66,64560.0,80870.0,104590.0,144370.0,215620.0,,
11-9039,"Education Administrators, All Other",55130,2.0,48.99,101900.0,0.6,24.96,33.16,45.77,60.86,77.41,51910.0,68980.0,95200.0,126590.0,161010.0,,
11-9041,Architectural and Engineering Managers,220260,0.8,87.28,181540.0,0.3,58.08,67.0,82.34,102.16,126.33,120810.0,139360.0,171270.0,212500.0,262760.0,,
11-9051,Food Service Managers,238430,1.7,36.0,74880.0,0.6,22.09,27.34,33.36,41.73,51.75,45960.0,56870.0,69390.0,86800.0,107640.0,,
11-9071,Gambling Managers,5030,2.0,49.54,103050.0,0.9,26.9,34.89,44.82,59.13,79.01,55960.0,72570.0,93220.0,122990.0,164350.0,,
11-9072,"Entertainment and Recreation Managers, Except Gambling",37980,1.6,43.15,89750.0,0.9,22.25,29.36,38.23,50.37,66.88,46270.0,61060.0,79520.0,104770.0,139110.0,,
11-9081,Lodging Managers,42620,2.0,37.86,78740.0,1.1,19.27,23.81,33.29,45.21,61.96,40070.0,49530.0,69250.0,94030.0,128880.0,,
11-9111,Medical and Health Services Managers,597080,0.6,67.77,140970.0,0.3,35.29,45.53,59.55,79.85,107.86,73390.0,94700.0,123860.0,166100.0,224340.0,,
11-9121,Natural Sciences Managers,108690,1.2,86.66,180250.0,0.6,38.32,57.42,80.39,106.51,152.33,79710.0,119430.0,167220.0,221540.0,316850.0,,
11-9131,Postmasters and Mail Superintendents,13810,0.0,46.81,97360.0,0.0,40.91,43.58,46.47,49.5,53.72,85090.0,90650.0,96660.0,102960.0,111740.0,,
11-9141,"Property, Real Estate, and Community Association Managers",311180,1.8,40.25,83710.0,1.2,19.72,24.39,33.65,47.07,67.16,41010.0,50720.0,69990.0,97910.0,139680.0,,
11-9151,Social and Community Service Managers,209330,0.9,42.73,88880.0,0.3,25.56,30.91,38.65,49.61,63.59,53150.0,64290.0,80390.0,103200.0,132260.0,,
11-9161,Emergency Management Directors,13500,1.7,49.24,102420.0,0.6,26.06,32.65,44.87,60.81,80.02,54210.0,67910.0,93330.0,126490.0,166430.0,,
11-9171,Funeral Home Managers,13910,1.9,44.63,92840.0,1.2,23.9,29.75,37.88,49.97,75.19,49700.0,61890.0,78790.0,103940.0,156400.0,,
11-9179,"Personal Service Managers, All Other",10450,4.7,37.59,78190.0,1.8,21.59,26.03,33.54,45.41,57.07,44910.0,54130.0,69770.0,94440.0,118710.0,,
11-9199,"Managers, All Other",622190,0.5,73.99,153890.0,0.3,35.72,49.46,68.22,89.57,114.55,74300.0,102880.0,141900.0,186300.0,238270.0,,
13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",12620,6.4,68.07,141580.0,8.6,23.08,30.61,39.85,70.4,136.81,48010.0,63670.0,82890.0,146430.0,284570.0,,
13-1020,Buyers and Purchasing Agents,491430,0.7,40.27,83770.0,0.2,23.26,29.23,37.36,48.47,61.96,48380.0,60800.0,77710.0,100820.0,128870.0,,
13-1031,"Claims Adjusters, Examiners, and Investigators",324230,1.2,38.69,80470.0,0.3,23.48,29.4,37.5,47.13,56.27,48850.0,61160.0,78000.0,98030.0,117040.0,,
13-1032,"Insurance Appraisers, Auto Damage",11560,5.4,37.93,78900.0,1.0,28.06,31.28,37.61,44.17,48.84,58360.0,65050.0,78240.0,91880.0,101590.0,,
13-1041,Compliance Officers,417070,0.5,42.5,88400.0,0.3,23.18,29.46,38.81,52.41,64.29,48220.0,61280.0,80730.0,109010.0,133720.0,,
13-1051,Cost Estimators,224220,1.0,41.06,85390.0,0.6,23.33,29.4,37.86,48.97,62.9,48530.0,61150.0,78740.0,101850.0,130820.0,,
13-1071,Human Resources Specialists,912430,0.6,39.42,81990.0,0.2,22.69,28.18,36.51,47.78,61.89,47180.0,58610.0,75940.0,99380.0,128720.0,,
13-1074,Farm Labor Contractors,310,28.4,28.11,58470.0,9.8,14.87,17.17,28.11,38.27,40.41,30930.0,35720.0,58460.0,79590.0,84050.0,,
13-1075,Labor Relations Specialists,64810,1.4,47.46,98720.0,1.0,24.27,34.58,45.87,59.34,75.09,50490.0,71920.0,95420.0,123420.0,156180.0,,
13-1081,Logisticians,251040,1.0,43.14,89730.0,0.4,24.47,30.98,39.58,51.05,64.02,50890.0,64440.0,82320.0,106190.0,133160.0,,
13-1082,Project Management Specialists,1066670,0.6,53.24,110740.0,0.2,29.61,37.71,49.19,63.99,80.76,61580.0,78440.0,102320.0,133100.0,167970.0,,
13-1111,Management Analysts,898280,0.7,54.71,113790.0,1.1,29.15,37.48,48.97,64.12,82.52,60640.0,77950.0,101860.0,133370.0,171640.0,,
13-1121,"Meeting, Convention, and Event Planners",142860,1.4,31.98,66520.0,0.9,17.71,22.58,29.41,37.88,48.9,36830.0,46970.0,61160.0,78790.0,101700.0,,
13-1131,Fundraisers,111040,1.2,37.12,77200.0,0.5,22.42,27.63,34.88,44.32,55.68,46630.0,57480.0,72550.0,92180.0,115820.0,,
13-1141,"Compensation, Benefits, and Job Analysis Specialists",112380,1.6,40.54,84330.0,0.9,23.79,29.28,37.6,48.27,61.98,49480.0,60890.0,78210.0,100400.0,128920.0,,
13-1151,Training and Development Specialists,458300,0.8,36.32,75550.0,0.4,18.64,24.09,33.31,45.7,59.26,38760.0,50110.0,69280.0,95050.0,123250.0,,
13-1161,Market Research Analysts and Marketing Specialists,899580,0.8,43.03,89490.0,0.5,20.86,28.05,37.87,52.07,74.75,43390.0,58350.0,78760.0,108310.0,155480.0,,
13-1199,"Business Operations Specialists, All Other",1087090,0.6,45.18,93970.0,0.3,23.02,30.12,39.93,54.81,72.12,47880.0,62640.0,83050.0,114010.0,150010.0,,
13-2011,Accountants and Auditors,1449500,0.5,45.56,94750.0,0.3,26.93,32.22,40.23,52.8,69.27,56020.0,67020.0,83680.0,109810.0,144090.0,,
13-2020,Property Appraisers and Assessors,57070,2.9,36.43,75770.0,1.1,19.25,24.51,32.67,44.6,58.97,40030.0,50970.0,67960.0,92760.0,122660.0,,
13-2031,Budget Analysts,47160,1.4,46.33,96370.0,0.6,29.93,36.21,44.06,54.91,65.7,62250.0,75320.0,91640.0,114220.0,136660.0,,
13-2041,Credit Analysts,64390,1.3,48.49,100850.0,0.7,27.04,31.35,40.15,58.88,81.36,56250.0,65210.0,83510.0,122460.0,169230.0,,
13-2051,Financial and Investment Analysts,361980,2.3,56.15,116800.0,0.7,30.64,38.12,49.4,64.11,86.95,63720.0,79290.0,102740.0,133340.0,180860.0,,
13-2052,Personal Financial Advisors,266800,2.0,75.32,156670.0,1.6,24.13,34.83,50.51,84.99,171.65,50190.0,72440.0,105070.0,176790.0,357020.0,,
13-2053,Insurance Underwriters,105420,2.0,45.05,93700.0,0.7,26.7,31.07,39.12,53.07,69.79,55530.0,64620.0,81370.0,110390.0,145160.0,,
13-2054,Financial Risk Specialists,63850,1.9,59.82,124420.0,0.6,31.17,40.37,56.41,76.08,94.29,64820.0,83980.0,117330.0,158250.0,196110.0,,
13-2061,Financial Examiners,67830,1.5,51.08,106240.0,0.6,27.04,33.97,45.27,62.31,83.75,56230.0,70660.0,94160.0,129600.0,174200.0,,
13-2071,Credit Counselors,27770,2.5,27.51,57210.0,0.8,18.44,21.98,25.11,30.81,38.67,38350.0,45720.0,52230.0,64080.0,80440.0,,
13-2072,Loan Officers,274330,1.1,42.21,87790.0,0.6,18.96,25.35,36.87,50.04,73.65,39430.0,52730.0,76690.0,104080.0,153180.0,,
13-2081,"Tax Examiners and Collectors, and Revenue Agents",56610,0.9,33.91,70520.0,0.3,20.19,23.77,29.98,40.09,55.07,42000.0,49450.0,62370.0,83390.0,114550.0,,
13-2082,Tax Preparers,76480,4.3,29.3,60930.0,1.4,16.23,18.71,26.4,36.68,47.72,33760.0,38910.0,54920.0,76300.0,99270.0,,
13-2099,"Financial Specialists, All Other",132130,1.8,45.1,93810.0,0.7,23.3,29.47,38.99,53.08,72.83,48460.0,61290.0,81100.0,110410.0,151490.0,,
15-1211,Computer Systems Analysts,519530,1.0,55.1,114610.0,0.4,32.37,39.84,50.89,64.48,80.63,67340.0,82860.0,105850.0,134110.0,167710.0,,
15-1212,Information Security Analysts,190650,2.0,63.71,132510.0,0.6,36.1,47.03,62.11,78.61,96.08,75090.0,97810.0,129180.0,163500.0,199850.0,,
15-1221,Computer and Information Research Scientists,37200,2.6,74.0,153930.0,1.0,39.52,49.79,67.45,90.72,110.88,82200.0,103570.0,140300.0,188700.0,230630.0,,
15-1231,Computer Network Support Specialists,146190,2.0,39.36,81870.0,1.2,22.65,28.0,36.64,47.48,61.43,47120.0,58240.0,76220.0,98750.0,127780.0,,
15-1232,Computer User Support Specialists,717190,0.8,32.37,67330.0,0.3,19.7,23.56,29.74,38.0,48.34,40980.0,49000.0,61860.0,79040.0,100540.0,,
15-1241,Computer Network Architects,179740,1.7,67.11,139580.0,0.6,38.42,50.3,64.45,80.86,97.44,79900.0,104620.0,134050.0,168200.0,202680.0,,
15-1242,Database Administrators,69990,1.7,52.93,110090.0,0.5,28.96,38.28,50.3,65.13,78.52,60230.0,79610.0,104620.0,135460.0,163320.0,,
15-1243,Database Architects,67140,2.9,69.44,144440.0,1.0,41.46,52.58,67.07,81.39,98.08,86240.0,109370.0,139500.0,169290.0,204000.0,,
15-1244,Network and Computer Systems Administrators,314340,1.0,49.85,103680.0,0.6,30.11,37.51,47.66,60.89,74.55,62640.0,78010.0,99130.0,126640.0,155050.0,,
15-1251,Computer Programmers,92230,2.5,50.56,105170.0,1.0,27.74,36.47,48.26,62.83,77.15,57710.0,75850.0,100390.0,130680.0,160460.0,,
15-1252,Software Developers,1687890,0.6,71.2,148100.0,0.4,39.64,50.58,65.38,82.68,103.21,82460.0,105210.0,135980.0,171980.0,214670.0,,
15-1253,Software Quality Assurance Analysts and Testers,186740,2.3,53.6,111490.0,0.7,29.54,38.61,50.14,64.03,80.29,61440.0,80310.0,104300.0,133180.0,167010.0,,
15-1254,Web Developers,70190,6.7,47.49,98770.0,1.5,23.12,30.88,44.54,60.69,78.03,48100.0,64230.0,92650.0,126230.0,162290.0,,
15-1255,Web and Digital Interface Designers,113330,1.6,56.49,117490.0,0.8,25.84,35.24,50.0,76.36,96.9,53750.0,73290.0,104000.0,158820.0,201550.0,,
15-1299,"Computer Occupations, All Other",435370,1.0,58.77,122230.0,0.6,26.89,38.16,56.05,75.72,90.61,55940.0,79370.0,116580.0,157500.0,188470.0,,
15-2011,Actuaries,26670,3.2,68.02,141480.0,2.3,37.77,46.96,62.5,82.04,103.41,78570.0,97680.0,130000.0,170650.0,215100.0,,
15-2021,Mathematicians,2030,2.5,62.15,129260.0,1.0,33.29,42.58,60.92,75.49,93.84,69240.0,88570.0,126710.0,157020.0,195190.0,,
15-2031,Operations Research Analysts,108510,1.4,47.95,99730.0,0.6,27.43,32.86,42.76,60.57,76.88,57060.0,68360.0,88940.0,125990.0,159910.0,,
15-2041,Statisticians,29030,2.7,55.63,115700.0,1.2,30.77,39.53,50.79,68.03,83.68,64000.0,82220.0,105650.0,141490.0,174050.0,,
15-2051,Data Scientists,262440,1.1,60.96,126800.0,0.7,32.33,41.18,57.8,76.39,95.74,67240.0,85660.0,120230.0,158880.0,199130.0,,
15-2099,"Mathematical Science Occupations, All Other",3720,12.6,44.02,91550.0,3.5,23.07,29.21,39.18,51.53,74.32,47980.0,60750.0,81490.0,107180.0,154580.0,,
17-1011,"Architects, Except Landscape and Naval",106770,2.0,51.09,106260.0,0.8,29.95,37.48,47.73,60.84,77.61,62300.0,77960.0,99280.0,126550.0,161420.0,,
17-1012,Landscape Architects,19600,4.4,42.68,88780.0,1.1,26.33,30.85,38.4,50.04,62.59,54770.0,64170.0,79870.0,104090.0,130190.0,,
17-1021,Cartographers and Photogrammetrists,14260,3.0,41.68,86690.0,0.9,25.84,31.57,39.13,49.02,61.03,53740.0,65670.0,81390.0,101960.0,126950.0,,
17-1022,Surveyors,50830,1.7,38.73,80570.0,0.7,22.54,27.97,36.27,47.18,60.38,46880.0,58170.0,75440.0,98130.0,125590.0,,
17-2011,Aerospace Engineers,67710,2.0,68.3,142060.0,0.6,41.68,51.02,64.89,81.58,98.98,86700.0,106110.0,134960.0,169690.0,205890.0,,
17-2021,Agricultural Engineers,1480,11.8,52.04,108230.0,4.3,32.72,39.55,47.4,60.04,80.03,68060.0,82260.0,98590.0,124880.0,166460.0,,
17-2031,Bioengineers and Biomedical Engineers,23480,4.6,56.2,116890.0,2.1,34.55,41.82,52.58,65.68,80.86,71850.0,86980.0,109370.0,136600.0,168180.0,,
17-2041,Chemical Engineers,21070,3.6,62.49,129980.0,2.2,38.19,47.03,60.12,75.57,87.92,79420.0,97820.0,125040.0,157190.0,182880.0,,
17-2051,Civil Engineers,367840,1.0,52.24,108670.0,0.9,32.81,38.43,48.48,62.34,78.47,68240.0,79930.0,100840.0,129680.0,163220.0,,
17-2061,Computer Hardware Engineers,76660,1.9,78.21,162670.0,0.6,44.68,60.62,77.76,97.59,108.33,92940.0,126090.0,161740.0,202990.0,225330.0,,
17-2071,Electrical Engineers,198750,1.7,60.15,125100.0,0.8,36.8,44.63,58.0,73.53,88.61,76550.0,92830.0,120630.0,152950.0,184300.0,,
17-2072,"Electronics Engineers, Except Computer",96900,2.0,66.0,137280.0,0.7,39.35,48.88,62.6,80.61,99.5,81840.0,101680.0,130220.0,167670.0,206960.0,,
17-2081,Environmental Engineers,38340,3.1,54.29,112910.0,0.8,33.65,40.18,51.5,64.63,77.99,69990.0,83570.0,107110.0,134420.0,162220.0,,
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",21450,6.5,57.58,119770.0,1.8,32.89,43.72,55.36,68.74,82.33,68420.0,90930.0,115160.0,142980.0,171250.0,,
17-2112,Industrial Engineers,365740,0.7,52.84,109900.0,0.3,35.76,40.19,49.25,62.14,76.85,74370.0,83600.0,102440.0,129250.0,159860.0,,
17-2121,Marine Engineers and Naval Architects,8250,5.5,59.7,124180.0,1.0,39.91,47.71,53.96,66.2,83.33,83010.0,99250.0,112230.0,137690.0,173330.0,,
17-2131,Materials Engineers,22770,2.0,57.81,120250.0,0.6,34.76,42.35,54.26,68.61,84.48,72300.0,88080.0,112860.0,142720.0,175720.0,,
17-2141,Mechanical Engineers,296810,1.3,54.62,113610.0,0.4,35.57,40.45,50.05,63.75,79.01,73990.0,84130.0,104110.0,132590.0,164340.0,,
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",6080,6.4,55.49,115410.0,1.9,32.45,41.0,51.07,65.67,81.73,67490.0,85280.0,106220.0,136590.0,169990.0,,
17-2161,Nuclear Engineers,15280,3.4,67.51,140420.0,1.2,44.69,52.26,64.41,78.67,94.37,92960.0,108690.0,133970.0,163630.0,196290.0,,
17-2171,Petroleum Engineers,18060,5.7,75.55,157150.0,2.3,39.16,51.09,69.67,95.16,121.73,81440.0,106270.0,144910.0,197920.0,253200.0,,
17-2199,"Engineers, All Other",154070,1.1,60.26,125330.0,0.4,32.12,43.73,59.1,76.01,91.32,66810.0,90970.0,122930.0,158090.0,189950.0,,
17-3011,Architectural and Civil Drafters,103700,2.3,34.01,70740.0,0.6,22.24,26.76,31.8,38.88,47.94,46260.0,55650.0,66150.0,80870.0,99710.0,,
17-3012,Electrical and Electronics Drafters,17920,3.3,39.08,81280.0,0.8,24.06,29.53,36.96,46.5,57.83,50040.0,61430.0,76870.0,96730.0,120290.0,,
17-3013,Mechanical Drafters,39960,3.0,36.09,75060.0,0.8,23.25,27.93,34.4,41.41,51.24,48360.0,58080.0,71550.0,86120.0,106580.0,,
17-3019,"Drafters, All Other",14470,3.6,32.81,68250.0,1.1,20.88,24.83,30.54,38.32,47.78,43420.0,51650.0,63520.0,79700.0,99380.0,,
17-3021,Aerospace Engineering and Operations Technologists and Technicians,11280,3.7,43.9,91310.0,0.8,28.39,32.54,39.85,53.5,60.18,59050.0,67680.0,82890.0,111280.0,125160.0,,
17-3022,Civil Engineering Technologists and Technicians,68520,2.1,33.17,68990.0,0.7,21.26,24.76,31.23,38.78,47.59,44220.0,51490.0,64950.0,80650.0,98980.0,,
17-3023,Electrical and Electronic Engineering Technologists and Technicians,95130,1.4,38.79,80680.0,0.5,23.8,29.62,37.59,46.95,55.62,49510.0,61610.0,78190.0,97650.0,115700.0,,
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,15520,4.1,36.74,76420.0,1.5,23.0,28.74,35.53,42.57,52.83,47840.0,59780.0,73900.0,88540.0,109890.0,,
17-3025,Environmental Engineering Technologists and Technicians,12190,5.4,31.19,64870.0,1.2,19.19,23.18,28.81,36.52,46.47,39910.0,48200.0,59920.0,75960.0,96660.0,,
17-3026,Industrial Engineering Technologists and Technicians,75570,1.1,33.99,70700.0,0.4,22.74,26.81,31.79,38.59,47.67,47300.0,55760.0,66120.0,80280.0,99150.0,,
17-3027,Mechanical Engineering Technologists and Technicians,36190,2.2,36.72,76380.0,1.0,23.27,28.61,35.82,42.36,50.99,48400.0,59510.0,74510.0,88110.0,106050.0,,
17-3028,Calibration Technologists and Technicians,16540,5.0,35.66,74170.0,1.6,22.44,27.11,32.61,44.27,51.23,46680.0,56380.0,67820.0,92080.0,106550.0,,
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",59930,1.8,38.93,80960.0,0.6,22.61,29.03,37.67,47.75,56.89,47030.0,60390.0,78350.0,99310.0,118330.0,,
17-3031,Surveying and Mapping Technicians,58010,2.8,27.89,58000.0,0.8,18.04,21.84,26.08,32.07,39.24,37520.0,45430.0,54240.0,66700.0,81630.0,,
19-1011,Animal Scientists,3100,15.6,42.48,88350.0,9.1,21.32,23.93,33.14,49.67,79.81,44350.0,49770.0,68940.0,103300.0,166000.0,,
19-1012,Food Scientists and Technologists,13060,3.6,45.85,95360.0,1.0,25.44,33.08,42.65,56.08,69.85,52920.0,68810.0,88720.0,116650.0,145280.0,,
19-1013,Soil and Plant Scientists,15730,4.0,42.17,87720.0,1.3,23.41,29.65,37.91,49.88,66.4,48680.0,61660.0,78850.0,103740.0,138120.0,,
19-1021,Biochemists and Biophysicists,33830,4.2,62.43,129840.0,1.3,35.71,45.67,61.26,78.59,96.69,74290.0,95000.0,127410.0,163460.0,201110.0,,
19-1022,Microbiologists,18940,4.3,46.92,97600.0,0.9,26.28,32.26,42.3,58.82,72.12,54670.0,67100.0,87990.0,122350.0,150000.0,,
19-1023,Zoologists and Wildlife Biologists,18120,3.0,39.91,83020.0,2.4,23.61,29.41,36.91,46.2,60.79,49100.0,61180.0,76780.0,96100.0,126440.0,,
19-1029,"Biological Scientists, All Other",55850,1.9,51.12,106330.0,0.8,29.05,36.92,47.56,61.38,80.77,60430.0,76800.0,98920.0,127670.0,168010.0,,
19-1031,Conservation Scientists,25950,2.4,37.08,77130.0,0.7,22.86,27.74,35.1,44.02,53.08,47550.0,57700.0,73010.0,91560.0,110410.0,,
19-1032,Foresters,10430,3.2,38.06,79170.0,0.9,24.42,30.15,36.73,44.06,52.74,50790.0,62710.0,76400.0,91640.0,109700.0,,
19-1041,Epidemiologists,12090,3.2,47.06,97890.0,1.0,29.46,34.18,41.93,54.15,66.73,61270.0,71090.0,87220.0,112640.0,138800.0,,
19-1042,"Medical Scientists, Except Epidemiologists",172340,1.1,56.18,116840.0,0.7,31.15,38.39,49.72,67.01,85.47,64800.0,79840.0,103410.0,139380.0,177780.0,,
19-1099,"Life Scientists, All Other",7460,6.6,51.86,107860.0,5.8,28.21,33.17,45.07,63.42,89.55,58670.0,68990.0,93750.0,131910.0,186260.0,,
19-2011,Astronomers,2120,7.3,63.91,132920.0,0.7,37.5,48.04,61.94,79.81,93.84,78010.0,99920.0,128820.0,166000.0,195190.0,,
19-2012,Physicists,20430,3.1,82.3,171180.0,1.0,39.48,53.71,82.81,107.1,131.79,82110.0,111720.0,172250.0,222760.0,274110.0,,
19-2021,Atmospheric and Space Scientists,10000,4.4,51.01,106110.0,1.8,25.51,35.26,47.63,62.48,77.83,53060.0,73350.0,99070.0,129960.0,161890.0,,
19-2031,Chemists,82770,1.8,48.29,100450.0,0.7,28.11,33.39,43.87,60.36,77.32,58460.0,69460.0,91240.0,125550.0,160830.0,,
19-2032,Materials Scientists,8470,6.4,60.67,126180.0,1.2,32.13,43.26,56.63,72.38,94.85,66820.0,89990.0,117790.0,150550.0,197290.0,,
19-2041,"Environmental Scientists and Specialists, Including Health",89250,1.7,44.08,91680.0,0.8,25.25,31.01,39.53,51.91,67.31,52520.0,64490.0,82220.0,107970.0,140010.0,,
19-2042,"Geoscientists, Except Hydrologists and Geographers",23470,3.1,55.84,116150.0,1.9,28.52,36.11,49.0,67.01,96.26,59330.0,75110.0,101920.0,139380.0,200230.0,,
19-2043,Hydrologists,5850,4.3,49.81,103600.0,1.6,30.78,37.12,46.44,59.06,73.62,64020.0,77210.0,96600.0,122830.0,153130.0,,
19-2099,"Physical Scientists, All Other",22300,1.9,62.13,129230.0,1.2,32.21,41.64,58.93,77.83,93.84,67000.0,86620.0,122570.0,161890.0,195190.0,,
19-3011,Economists,17790,8.9,68.33,142130.0,4.3,32.38,42.95,59.96,84.0,114.45,67360.0,89330.0,124720.0,174720.0,238060.0,,
19-3022,Survey Researchers,8290,5.3,38.26,79580.0,2.7,18.87,24.65,33.4,47.96,62.91,39260.0,51270.0,69460.0,99760.0,130860.0,,
19-3032,Industrial-Organizational Psychologists,790,16.9,81.84,170230.0,8.1,37.99,51.59,93.24,106.86,118.86,79010.0,107310.0,193950.0,222280.0,247220.0,,
19-3033,Clinical and Counseling Psychologists,75990,2.4,54.21,112750.0,1.5,26.53,35.2,48.36,65.0,87.0,55170.0,73210.0,100580.0,135200.0,180960.0,,
19-3034,School Psychologists,63940,2.9,47.67,99160.0,1.5,30.32,37.25,46.15,57.84,68.43,63070.0,77470.0,95990.0,120310.0,142330.0,,
19-3039,"Psychologists, All Other",18820,3.4,53.47,111210.0,2.0,26.44,33.1,53.29,70.79,81.02,54990.0,68850.0,110840.0,147240.0,168520.0,,
19-3041,Sociologists,2260,7.9,55.25,114920.0,2.4,31.33,39.57,50.98,66.07,82.96,65160.0,82300.0,106030.0,137420.0,172550.0,,
19-3051,Urban and Regional Planners,44230,1.3,45.55,94750.0,0.6,28.85,34.63,42.94,52.9,64.66,60010.0,72020.0,89320.0,110030.0,134490.0,,
19-3091,Anthropologists and Archeologists,8990,6.6,36.35,75620.0,1.1,23.58,28.56,34.02,43.11,51.95,49050.0,59400.0,70770.0,89670.0,108060.0,,
19-3092,Geographers,1400,4.1,49.21,102350.0,0.9,32.1,38.6,49.06,58.59,65.7,66770.0,80290.0,102040.0,121870.0,136660.0,,
19-3093,Historians,3450,6.2,39.06,81240.0,1.2,20.55,27.54,36.9,48.07,63.37,42730.0,57290.0,76750.0,99990.0,131810.0,,
19-3094,Political Scientists,5540,4.6,68.51,142510.0,1.2,40.07,54.82,68.31,83.74,93.84,83350.0,114030.0,142080.0,174180.0,195190.0,,
19-3099,"Social Scientists and Related Workers, All Other",37100,1.8,51.78,107690.0,0.5,31.79,38.87,48.61,62.48,77.07,66120.0,80860.0,101110.0,129960.0,160300.0,,
19-4012,Agricultural Technicians,15130,4.9,25.89,53840.0,1.3,17.3,19.69,23.86,30.59,36.77,35980.0,40950.0,49630.0,63630.0,76480.0,,
19-4013,Food Science Technicians,14600,2.5,27.24,56660.0,0.9,19.14,22.12,25.06,30.42,37.89,39820.0,46020.0,52130.0,63270.0,78820.0,,
19-4021,Biological Technicians,69620,1.7,29.51,61380.0,0.6,19.39,23.14,27.65,34.39,40.84,40330.0,48130.0,57510.0,71520.0,84940.0,,
19-4031,Chemical Technicians,57540,2.0,30.72,63900.0,0.7,20.07,23.33,29.03,36.49,44.25,41740.0,48530.0,60390.0,75900.0,92040.0,,
19-4042,"Environmental Science and Protection Technicians, Including Health",34670,4.0,29.23,60800.0,0.9,18.35,22.03,26.49,33.61,45.27,38170.0,45820.0,55090.0,69910.0,94160.0,,
